numeroControlePNCP,cnpj_orgao,razao_social,municipio_nome,uf,dataPublicacaoPncp,ano_compra,objetoCompra,modalidade_id,modalidade_nome,situacao_id,situacao_nome,valorTotalEstimado,ramo_mei,data_coleta
11040854000118-1-000010/2026,11040854000118,MUNICIPIO DE ARARIPINA,Araripina,PE,2026-05-18T02:00:25,2026,"[LICITANET] - Contratação de empresa especializada em gestão de energia elétrica para prestação de serviços técnicos de consultoria para realização de estudo de viabilidade e elaboração de Relatório de Assessoria e Consultoria, a fim de subsidiar eventual migração da forma de contratação de energia elétrica pela Prefeitura Municipal de Araripina, do Ambiente de Contratação Regulada (ACR) para o Ambiente de Contratação Livre (ACL), sem dedicação de mão de obra exclusiva.",8,Dispensa,1,Divulgada no PNCP,0.0,Obras,2026-05-19 16:00:48.567420
11040854000118-1-000011/2026,11040854000118,MUNICIPIO DE ARARIPINA,Araripina,PE,2026-05-18T02:00:34,2026,[LICITANET] - Contratação de empresa especializada para planejamento e execução de curso de formação e capacitação dos candidatos aprovados no concurso da Guarda Civil Municipal de Araripina/PE.,8,Dispensa,1,Divulgada no PNCP,0.0,Outros,2026-05-19 16:00:48.567420
11040854000118-1-000012/2026,11040854000118,MUNICIPIO DE ARARIPINA,Araripina,PE,2026-05-18T10:00:19,2026,"[LICITANET] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO/FORNECIMENTO DE CAVALETES E PLACAS DE SINALIZAÇÃO DE OBRAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS DESTE MUNICÍPIO.",8,Dispensa,1,Divulgada no PNCP,63126.5,Obras,2026-05-19 16:00:48.567420
11040862000164-1-000027/2026,11040862000164,MUNICIPIO DE BODOCO,Bodocó,PE,2026-05-18T14:51:22,2026,"[Portal de Compras Públicas] - O  objeto  do  presente  instrumento  é  a  contratação  de  empresa  especializada  para A aquisição, fornecimento e instalação de 03 (três) letreiros urbanos permanentes padronizados do tipo ""Coração + Denominação do Distrito/Vila"", a serem fixados em pontos estratégicos de entrada das comunidades de Cacimba Nova, Feitoria e Jardim, no Município de Bodocó – PE.",8,Dispensa,1,Divulgada no PNCP,64259.39,Compras,2026-05-19 16:00:48.567420
11040904000167-1-000044/2026,11040904000167,MUNICIPIO DE OURICURI,Ouricuri,PE,2026-05-18T09:50:09,2026,"AQUISIÇÃO DE ITENS ESPORTIVOS PARA
CORRIDA MAIO LARANJA, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE
ASSISTÊNCIA SOCIAL DA PREFEITURA DE OURICURI/PE. ",8,Dispensa,1,Divulgada no PNCP,49170.0,Compras,2026-05-19 16:00:48.567420
11040904000167-1-000045/2026,11040904000167,MUNICIPIO DE OURICURI,Ouricuri,PE,2026-05-18T12:39:54,2026,"AQUISIÇÃO DE MATERIAL ESPORTIVO PARA JOGOS ESCOLARES DE OURICURI (JOESO) EDIÇÃO 2026, JUNTO A SECRETARIA EDUCAÇÃO DO MUNICIPIO DE OURICURI-PE",8,Dispensa,1,Divulgada no PNCP,65039.59,Compras,2026-05-19 16:00:48.567420
11097342000198-1-000109/2026,11097342000198,MUNICIPIO DE CARPINA,Carpina,PE,2026-05-18T14:50:06,2026,"AQUISIÇÃO DE BOLSAS DESTINADAS AO USO DOS AGENTES COMUNITÁRIOS DE SAÚDE (ACS), EM ATUAÇÃO NO MUNICÍPIO DE CARPINA, VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",8,Dispensa,1,Divulgada no PNCP,32225.14,Compras,2026-05-19 16:00:48.567420
11206759000141-1-000011/2026,11206759000141,FUNDO MUNICIPAL DE SAUDE DE SERRITA,Serrita,PE,2026-05-18T14:10:24,2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO PARCELADO DE GÊNEROS ALIMENTÍCIOS E MATERIAIS DESCARTÁVEIS (FLOCOS DE MILHO E COPO DESCARTÁVEL 180 ML), VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE E SETORES VINCULADOS PELO PERÍODO DE 12 MESES",8,Dispensa,1,Divulgada no PNCP,31894.2,Compras,2026-05-19 16:00:48.567420
11233384000109-1-000018/2026,11233384000109,CAMARA MUNICIPAL DO JABOATAO,Jaboatão dos Guararapes,PE,2026-05-18T10:40:19,2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CRIAÇÃO, IMPLANTAÇÃO E
MANUTENÇÃO DE DASHBOARDS DE DADOS ABERTOS E PAINÉIS VISUAIS DE BI, COM O
OBJETIVO DE APRESENTAR À POPULAÇÃO, DE FORMA CLARA E ACESSÍVEL, INFORMAÇÕES SOBRE GASTOS PÚBLICOS,",8,Dispensa,1,Divulgada no PNCP,0.0,Serviços,2026-05-19 16:00:48.567420
11233384000109-1-000019/2026,11233384000109,CAMARA MUNICIPAL DO JABOATAO,Jaboatão dos Guararapes,PE,2026-05-18T10:41:16,2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE
ORGANIZAÇÃO, PLANEJAMENTO E EXECUÇÃO DO EVENTO DENOMINADO “2ª
CORRIDA LEGISLATIVA VIDAL DE NEGREIROS”, A SER REALIZADO NO DIA 31 DE MAIO DE 2026, QUE INCLUI A COORDENAÇÃO DO EVENTO",8,Dispensa,1,Divulgada no PNCP,0.0,Serviços,2026-05-19 16:00:48.567420
11326603000102-1-000007/2026,11326603000102,FUNDO MUNICIPAL DE SAUDE,Lagoa do Carro,PE,2026-05-18T09:21:29,2026,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS E ORGANIZACIONAIS APLICADOS À ÁREA DA SAÚDE, INCLUINDO CAPACITAÇÃO ADMINISTRATIVA DE PESSOAL SOBRE FLUXOS REGULATÓRIOS E OFERTA DE CUIDADOS INTEGRADOS, COM FOCO NA ORGANIZAÇÃO DE PROCESSOS, PADRONIZAÇÃO DE ROTINAS, ORIENTAÇÃO SOBRE SISTEMAS, ACOMPANHAMENTO DE DEMANDAS E MELHORIA DO FLUXO DE INFORMAÇÕES ENTRE UNIDADES DE SAÚDE E A CENTRAL DE REGULAÇÃO, PARA AS UNIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE LAGOA DO CARRO",8,Dispensa,1,Divulgada no PNCP,65081.04,TI,2026-05-19 16:00:48.567420
11326603000102-1-000008/2026,11326603000102,FUNDO MUNICIPAL DE SAUDE,Lagoa do Carro,PE,2026-05-18T09:58:15,2026,"CONTRATAÇÃO DE SERVIÇOS TÉCNICO PROFISSIONAL PARA REALIZAR ANALISES MICROSCÓPICA DAS LÂMINAS DE AMOSTRAS DE FEZES COLETADAS NA COMUNIDADE, IDENTIFICANDO A PRESENÇA DE OVOS DE SCHISTOSOMA MANSONI, PARA O PROGRAMA DE ESQUISTOSSOMOSE NO MUNICÍPIO DE LAGOA DO CARRO-PE.",8,Dispensa,1,Divulgada no PNCP,32248.56,Serviços,2026-05-19 16:00:48.567420
11331244000173-1-000061/2026,11331244000173,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE GRAVATA,Gravatá,PE,2026-05-18T13:31:57,2026,"placa de lona com armação em ferro medindo 2,85x1,00 com aplicação ",8,Dispensa,1,Divulgada no PNCP,828.33,Outros,2026-05-19 16:00:48.567420
11331244000173-1-000062/2026,11331244000173,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE GRAVATA,Gravatá,PE,2026-05-18T13:34:37,2026,plotagem parcial de 02 veículos do bolsa família arte a definir com a contratante ,8,Dispensa,1,Divulgada no PNCP,1200.0,Outros,2026-05-19 16:00:48.567420
11361854000110-1-000043/2026,11361854000110,MUNICIPIO DE FREI MIGUELINHO,Frei Miguelinho,PE,2026-05-18T09:56:28,2026,"Contratação de empresa especializada para fornecimento de Urnas Mortuárias, Traslados e Cortejo. Objetivando assim a prestação de serviço assistencial às famílias carentes do município, atendendo as necessidades da Secretaria Municipal de Assistência ...",8,Dispensa,1,Divulgada no PNCP,0.0,Serviços,2026-05-19 16:00:48.567420
11430018000140-1-000063/2026,11430018000140,FUNDO ESTADUAL DE SAUDE DE PERNAMBUCO,Afogados da Ingazeira,PE,2026-05-18T16:08:26,2026,"Aquisição de COLCHÃO, CAPA PARA COLCHÃO, LENÇOL, TRAVESSEIRO E FRONHA para atender às necessidades do Alojamento, dos Motoristas da I GERES",8,Dispensa,1,Divulgada no PNCP,2402.34,Compras,2026-05-19 16:00:48.567420
11431327000134-1-000043/2026,11431327000134,PERNAMBUCO TRIBUNAL DE JUSTICA,Recife,PE,2026-05-18T08:18:18,2026,"Aquisição de 40 coldres em poliamida, na cor preta, tipo velado de cintura, e 40 porta-carregadores duplos em polímero, compatíveis com pistolas Glock G26, calibre 9mm.SEI 27040-07.26.RHAYNA",8,Dispensa,1,Divulgada no PNCP,17245.3,Compras,2026-05-19 16:00:48.567420
11435633000149-1-000040/2026,11435633000149,TRIBUNAL DE CONTAS DO ESTADO DE PERNAMBUCO,Recife,PE,2026-05-18T15:43:27,2026,PC.41.2026.Dispensa.08.2026- Contratação de serviço de brides para o Seminário Internacional -Valorização dos Resíduos Sólidos Urbanos. (SC. 046),8,Dispensa,1,Divulgada no PNCP,20250.0,Serviços,2026-05-19 16:00:48.567420
11491628000153-1-000006/2026,11491628000153,VITORIA DE SANTO ANTAO CAMARA MUNICIPAL DE VEREADORES,Vitória de Santo Antão,PE,2026-05-18T13:22:00,2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE MATERIAL DE EXPEDIENTE, VISANDO ATENDER AS NECESSIDADES DA CÂMARA MUNICIPAL DE VEREADORES DE VITÓRIA DE SANTO ANTÃO/PE",8,Dispensa,1,Divulgada no PNCP,35498.93,Compras,2026-05-19 16:00:48.567420
11722741000100-1-000005/2026,11722741000100,FUNDACAO DE ATENDIMENTO SOCIO-EDUCATIVO,Recife,PE,2026-05-18T10:09:03,2026,"AQUISIÇÃO DE MATERIAL DE CONSUMO PARA INFORMÁTICA, PARA ATENDER AS NECESSIDADES DA FUNASE.",8,Dispensa,1,Divulgada no PNCP,54003.8,TI,2026-05-19 16:00:48.567420
11915612000120-1-000013/2026,11915612000120,AGENCIA PERNAMBUCANA DE AGUAS E CLIMA,Recife,PE,2026-05-18T14:48:23,2026,"Biscoito, bolacha e suco",8,Dispensa,1,Divulgada no PNCP,1858.83,Outros,2026-05-19 16:00:48.567420
11915612000120-1-000014/2026,11915612000120,AGENCIA PERNAMBUCANA DE AGUAS E CLIMA,Recife,PE,2026-05-18T14:58:25,2026,Aquisição de Baterias para os Nobreaks da APAC,8,Dispensa,1,Divulgada no PNCP,29098.03,Compras,2026-05-19 16:00:48.567420
11928722000127-1-000015/2026,11928722000127,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VITORIA DE SANTO ANTAO,Vitória de Santo Antão,PE,2026-05-18T09:40:55,2026,"Contratação de pessoa jurídica especializada em análise contábil, financeira e documental de prestação de contas referente aos instrumentos firmados com Organizações da Sociedade Civil – OSC.",8,Dispensa,1,Divulgada no PNCP,14000.0,Outros,2026-05-19 16:00:48.567420
13048025000107-1-000005/2026,13048025000107,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CUPIRA,Cupira,PE,2026-05-18T13:02:02,2026,"Contratação de empresa para a prestação de serviços de comunicação digital para veiculação de conteúdos institucionais e promocionais em blog especializado, visando ampliar a divulgação das ações municipais e seus serviços, fortalecer a presença digital",8,Dispensa,1,Divulgada no PNCP,18000.0,Serviços,2026-05-19 16:00:48.567420
13048025000107-1-000006/2026,13048025000107,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CUPIRA,Cupira,PE,2026-05-18T15:14:25,2026,"Prestação de serviços de gravação e edição de áudio, visando ampliar a divulgação clara e acessível das ações e programas da Secretaria Municipal de Assistência Social de Cupira, ampliando o alcance da comunicação através da promoção de inclusão.",8,Dispensa,1,Divulgada no PNCP,0.0,Serviços,2026-05-19 16:00:48.567420
15126437000305-1-001748/2026,15126437000305,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,Petrolina,PE,2026-05-18T14:14:05,2026,"Escolha da proposta mais vantajosa para aquisição de dióxido de carbono através de dispensa de licitação, a fim de atender as necessidades do Hospital Universitário Doutor Washington Antônio de Barros (HU-UNIVASF), Unidade Gestora (UG) 155180, pertencente à Rede HU Brasil por um período de até 6 (seis) meses",8,Dispensa,1,Divulgada no PNCP,0.0,Compras,2026-05-19 16:00:48.567420
21825676000194-1-000011/2026,21825676000194,GABINETE DE PROJETOS ESTRATEGICOS,Olinda,PE,2026-05-18T16:58:28,2026,Aquisição de RTK,8,Dispensa,1,Divulgada no PNCP,50243.75,Compras,2026-05-19 16:00:48.567420
24134488000108-1-000052/2026,24134488000108,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Recife,PE,2026-05-18T11:20:56,2026,Contratação de serviço de chaveiro para o Centro de Informática.,8,Dispensa,1,Divulgada no PNCP,0.0,TI,2026-05-19 16:00:48.567420
24300246000147-1-000020/2026,24300246000147,ITAIBA CAMARA MUNICIPAL DE VEREADORES,Itaíba,PE,2026-05-18T12:03:19,2026,Constitui objeto da presente dispensa a Contratação de empresa especializada no fornecimento de gêneros alimentícios para atender as necessidades da Câmara Municipal de Itaíba pelo período de 12 (Doze) meses.,8,Dispensa,1,Divulgada no PNCP,32698.46,Compras,2026-05-19 16:00:48.567420
24300246000147-1-000021/2026,24300246000147,ITAIBA CAMARA MUNICIPAL DE VEREADORES,Itaíba,PE,2026-05-18T12:06:30,2026,Constitui objeto da presente dispensa a Contratação de empresa especializada para aquisição de material de expediente para atender as necessidades da Câmara Municipal de Vereadores de Itaíba/PE.,8,Dispensa,1,Divulgada no PNCP,25396.61,Compras,2026-05-19 16:00:48.567420
24300246000147-1-000022/2026,24300246000147,ITAIBA CAMARA MUNICIPAL DE VEREADORES,Itaíba,PE,2026-05-18T12:07:44,2026,Constitui objeto da presente dispensa a Contratação de empresa especializada no fornecimento de gêneros alimentícios para atender as necessidades da Câmara Municipal de Itaíba pelo período de 12 (Doze) meses.,8,Dispensa,1,Divulgada no PNCP,11785.65,Compras,2026-05-19 16:00:48.567420
26474056000171-1-000094/2026,26474056000171,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,Recife,PE,2026-05-18T14:27:00,2026,"Aquisição de líquido água mineral, sem gás (garrafão 20 litros), em regime de comodato, nos termos da tabela
abaixo e condições e exigências estabelecidas no Aviso de Contratação.",8,Dispensa,1,Divulgada no PNCP,18465.0,Compras,2026-05-19 16:00:48.567420
26989715000102-1-000644/2026,26989715000102,MINISTERIO PUBLICO DA UNIAO,Recife,PE,2026-05-18T14:38:36,2026,Aquisição de material de expediente e de copa e cozinha com a finalidade de atender às necessidades da Sede da Procuradoria Regional do Trabalho da 6ª Região e das Procuradorias do Trabalho nos Municípios de Caruaru e de Petrolina.,8,Dispensa,1,Divulgada no PNCP,13154.9,Compras,2026-05-19 16:00:48.567420
26989715000102-1-000645/2026,26989715000102,MINISTERIO PUBLICO DA UNIAO,Recife,PE,2026-05-18T15:05:33,2026,"Aquisição de materiais de consumo e instrumentais odontológicos para atender ao gabinete odontológico da Procuradoria Regional da República da 5ª Região, conforme condições, quantidades e exigências estabelecidas no Aviso de Dispensa Eletrônica e seus anexos.",8,Dispensa,1,Divulgada no PNCP,18664.5,Compras,2026-05-19 16:00:48.567420
35872812000101-1-000038/2026,35872812000101,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO - UFAPE,Garanhuns,PE,2026-05-18T16:13:53,2026,"Contratação de empresa especializada em mão de obra e peças para os veículos da Marca: Renault, modelo: Van
Master, placas SHN4E38 e SNX4B88, da frota da UFAPE.
",8,Dispensa,1,Divulgada no PNCP,1196.0,Obras,2026-05-19 16:00:48.567420
35872812000101-1-000039/2026,35872812000101,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO - UFAPE,Garanhuns,PE,2026-05-18T16:37:40,2026,"Contratação de empresa especializada em mão de obra e peças para os veículos da  Mitsubishi, modelo: L200
Sport AT, placas: SOF3A97 e SOF5I0, pertencentes a UFAPE. ",8,Dispensa,1,Divulgada no PNCP,6198.52,Obras,2026-05-19 16:00:48.567420
